nifi1_component,nifi2_equivalent,status,property_changes,recommended_config,examples,source_doc
PutBigQueryStreaming,PutBigQuery,deprecated,"El procesador está obsoleto y puede ser eliminado en futuras versiones.","Reemplazar por el procesador PutBigQuery.","N/A","https://cwiki.apache.org/confluence/display/NIFI/Deprecated+Components"
PutBoxFile,PutBoxFile,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal se mantiene.","Revisar la compatibilidad del entorno con Java 21. Asegurar la compatibilidad del StandardBoxClientService asociado y migrar variables a Parameter Contexts si aplica.","N/A","https://nifi.apache.org/docs/nifi-2.0.0-M3/components/org.apache.nifi/nifi-box-nar/2.0.0-M3/org.apache.nifi.processors.box.PutBoxFile/"
PutCassandraQL,-,deprecated,"El procesador está obsoleto debido a que el driver DataStax 3 para Cassandra en el que se basa ya no es actual. No se sugieren alternativas directas.","Considerar alternativas o procesadores personalizados para interactuar con Cassandra en NiFi 2.0.","N/A","https://cwiki.apache.org/confluence/display/NIFI/Deprecated+Components"
PutCassandraRecord,-,deprecated,"El procesador está obsoleto debido a su dependencia de un driver de Cassandra antiguo. Se recomienda migrar a una solución alternativa o a un procesador personalizado que utilice un driver actualizado.",-
PutCloudWatchMetric,PutCloudWatchMetric,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal se mantiene, pero la migración debe considerar la actualización del entorno general de NiFi 2.0 y la nueva forma de exponer las métricas a través de la API REST en lugar de Prometheus Reporting Task.",-
PutCouchbaseKey,-,deprecated,"El procesador depende de CouchbaseClusterService, que está obsoleto y será eliminado en NiFi 2.0. Además, utiliza una versión antigua del SDK de Couchbase que limita la escritura a scopes y collections no predeterminados. Se recomienda buscar una alternativa o desarrollar una solución personalizada.",-
PutDatabaseRecord,PutDatabaseRecord,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal se mantiene y el procesador sigue siendo una forma eficiente de ingestar datos en bases de datos. La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0 y en la configuración de los servicios de controlador de conexión a la base de datos (DBCPConnectionPool).",-
PutDistributedMapCache,PutDistributedMapCache,active,"El procesador sigue activo, pero sus servicios de controlador asociados han sido renombrados en NiFi 2.0. DistributedMapCacheServer ahora es MapCacheServer, y DistributedMapCacheClientService es ahora MapCacheClientService. Es necesario actualizar la configuración para usar los nuevos nombres de los servicios.",-
PutDropbox,PutDropbox,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal se mantiene. La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0.",-
PutDynamoDB,PutDynamoDB,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal se mantiene. La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0, como la versión de Java y el nuevo formato de definición de flujos.",-
PutDynamoDBRecord,PutDynamoDBRecord,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal se mantiene. La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0, como la versión de Java, el nuevo formato de definición de flujos y la transición de Variable Registries a Parameter Contexts.",-
PutElasticsearchHttp,PutElasticsearchJson,deprecated,"El procesador está obsoleto y su uso provocará componentes fantasma en la migración a NiFi 2.0. Debe ser reemplazado por PutElasticsearchJson.","Reemplazar PutElasticsearchHttp por PutElasticsearchJson."
PutElasticsearchHttpRecord,PutElasticsearchRecord,deprecated,"El procesador está obsoleto en NiFi 2.0. Debe ser reemplazado por PutElasticsearchRecord.","Reemplazar PutElasticsearchHttpRecord por PutElasticsearchRecord."
PutElasticsearchJson,PutElasticsearchJson,active,"Este procesador está activo y es el reemplazo recomendado para PutElasticsearchHttp. La migración debe considerar los cambios generales de NiFi 2.0 (Java 21, Parameter Contexts). Puede haber un problema con los ID faltantes que requiera el uso de EvaluateJsonPath como solución alternativa.","Verificar la compatibilidad del servicio de cliente de Elasticsearch y considerar el posible problema de ID faltante."
PutElasticsearchRecord,PutElasticsearchRecord,active,"Este procesador está activo y es el reemplazo recomendado para PutElasticsearchHttpRecord. Es compatible con el procesamiento orientado a registros y la API Bulk de Elasticsearch. La migración puede presentar desafíos con JSON anidados complejos y la inferencia de esquemas.","Prestar especial atención a la estructura de los datos y al manejo de esquemas durante la migración."
PutEmail,PutEmail,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal se mantiene. La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0, como la versión de Java, la gestión de la configuración con Parameter Contexts y las posibles actualizaciones de seguridad.","Asegurar la compatibilidad del entorno y revisar las configuraciones de seguridad y autenticación (SMTP, OAuth2) en el nuevo contexto de NiFi 2.0."
PutFile,PutFile,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal de escritura de archivos en el sistema local se mantiene. La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0.","Asegurar la compatibilidad del entorno y revisar las configuraciones de permisos y rutas en el nuevo contexto de NiFi 2.0."
PutFTP,PutFTP,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para enviar archivos a un servidor FTP se mantiene. La migración debe centrarse in las consideraciones generales del entorno de NiFi 2.0.","Asegurar la compatibilidad del entorno y revisar las configuraciones de conexión y seguridad en el nuevo contexto de NiFi 2.0."
PutGCSObject,PutGCSObject,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para subir objetos a Google Cloud Storage se mantiene. La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0.","Asegurar la compatibilidad del entorno y revisar las configuraciones de credenciales y conexión en el nuevo contexto de NiFi 2.0."
PutGoogleDrive,PutGoogleDrive,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para subir archivos a Google Drive se mantiene. La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0.","Asegurar la compatibilidad del entorno y revisar las configuraciones de credenciales y conexión en el nuevo contexto de NiFi 2.0."
PutGridFS,PutGridFS,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para escribir archivos en GridFS se mantiene. La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0.","Asegurar la compatibilidad del entorno y revisar las configuraciones de conexión y seguridad en el nuevo contexto de NiFi 2.0."
PutHBaseCell,PutHBaseCell,active,"No se encontraron avisos de obsolescencia específicos. Dado que hay procesadores de HBase para NiFi 2.0, se asume que este procesador sigue activo. La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0, como la versión de Java, los contextos de parámetros y las posibles actualizaciones de las coordenadas de los bundles.","Asegurar la compatibilidad del entorno y revisar las configuraciones de conexión y las coordenadas del bundle en el nuevo contexto de NiFi 2.0."
PutHBaseJSON,PutHBaseJSON,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para insertar documentos JSON en HBase se mantiene. La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0.","Asegurar la compatibilidad del entorno y revisar las configuraciones de conexión y las coordenadas del bundle en el nuevo contexto de NiFi 2.0."
PutHBaseRecord,PutHBaseRecord,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para insertar registros en HBase se mantiene. La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0.","Asegurar la compatibilidad del entorno y revisar las configuraciones de conexión, los servicios de controlador y las coordenadas del bundle en el nuevo contexto de NiFi 2.0."
PutHDFS,PutHDFS,active,"El procesador está disponible en NiFi 2.0, pero puede que no esté incluido en la distribución binaria estándar, requiriendo la descarga manual de los archivos NAR. La migración debe considerar cambios en las coordenadas de los componentes, la configuración de Kerberos (solo se mantiene Kerberos User Service) y el requisito de Java 21.","Verificar la disponibilidad del procesador en la distribución y descargarlo si es necesario. Actualizar las configuraciones de Kerberos y las coordenadas del componente en el flujo."
PutHTMLElement,-,deprecated,"El procesador está obsoleto y su eliminación está prevista para NiFi 2.0. No se sugiere ninguna alternativa directa.","Buscar una estrategia alternativa para la manipulación de elementos HTML, posiblemente utilizando procesadores de script (ExecuteScript) o una solución personalizada."
PutJMS,PublishJMS,deprecated,"El procesador está obsoleto y puede ser eliminado en futuras versiones. Se recomienda reemplazarlo por PublishJMS.","Reemplazar PutJMS por PublishJMS."
PutKinesisFirehose,PutKinesisFirehose,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para enviar datos a Kinesis Firehose se mantiene. La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0.","Asegurar la compatibilidad del entorno y revisar las configuraciones de credenciales de AWS y conexión en el nuevo contexto de NiFi 2.0."
PutKinesisStream,PutKinesisStream,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para enviar datos a Kinesis Streams se mantiene. La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0.","Asegurar la compatibilidad del entorno y revisar las configuraciones de credenciales de AWS y conexión en el nuevo contexto de NiFi 2.0."
PutKudu,PutKudu,active,"No se encontró información específica sobre la migración de PutKudu a NiFi 2.0. Se asume que el procesador seguirá activo, pero se requiere verificación una vez que NiFi 2.0 sea estable. La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0.","Verificar la compatibilidad y el estado del procesador una vez que se publique una versión estable de NiFi 2.0. Prestar atención a las notas de la versión y a la documentación oficial."
PutLambda,PutLambda,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para invocar funciones de AWS Lambda se mantiene. La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0.","Asegurar la compatibilidad del entorno y revisar las configuraciones de credenciales de AWS y conexión en el nuevo contexto de NiFi 2.0."
PutLambda,PutLambda,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para invocar funciones de AWS Lambda se mantiene. La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0.","Asegurar la compatibilidad del entorno y revisar las configuraciones de credenciales de AWS y conexión en el nuevo contexto de NiFi 2.0."
PutMongo,PutMongo,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para insertar o actualizar documentos en MongoDB se mantiene.","La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0, como la actualización a Java 21, la transición de Variable Registries a Parameter Contexts y la posible actualización de las coordenadas del bundle nifi-mongodb-nar en flow.json.gz."
PutMongoRecord,PutMongoRecord,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para insertar o actualizar documentos en MongoDB utilizando un Record Reader se mantiene.","La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0 (Java 21, Parameter Contexts). Asegurar que el Record Reader y el MongoDBClientService configurados sean compatibles con NiFi 2.0."
PutParquet,PutParquet,active,"No se esperan cambios directos en las propiedades. Sin embargo, el componente ya no se incluye en la distribución por defecto de NiFi 2.0.","Para usar este procesador, los archivos NAR nifi-parquet-nar y nifi-hadoop-libraries-nar deben ser descargados manualmente y colocados en el directorio de extensiones de NiFi. Además, se deben considerar los cambios generales del entorno (Java 21, Parameter Contexts)."
PutRecord,PutRecord,active,"No se esperan cambios directos en las propiedades. La funcionalidad del procesador depende completamente de los servicios de controlador configurados.","La migración debe centrarse en asegurar que los servicios de controlador RecordReader y Record Destination Service configurados sean compatibles con NiFi 2.0 y Java 21. También se deben migrar las variables a Parameter Contexts si aplica."
PutRethinkDB,-,deprecated,"El procesador está obsoleto y será eliminado debido a cambios incompatibles en la API de RethinkDB 2.4. No se sugiere ninguna alternativa directa.","Re-arquitectar el flujo para interactuar con RethinkDB a través de otros medios, como el uso de InvokeHTTP para llamar a la API de RethinkDB directamente o implementando una solución personalizada con ExecuteScript."
PutS3Object,PutS3Object,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para enviar archivos a S3 se mantiene.","La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0, como la actualización a Java 21, la transición a Parameter Contexts y la verificación de la configuración del AWSCredentialsProviderControllerService."
PutSalesforceObject,PutSalesforceObject,active,"No se esperan cambios directos en las propiedades. La funcionalidad principal para crear nuevos registros en Salesforce se mantiene.","La migración debe centrarse en las consideraciones generales del entorno de NiFi 2.0, como la actualización a Java 21, la transición a Parameter Contexts y la verificación de la configuración de los servicios de controlador de autenticación de Salesforce."
